group,name,value
puppies,ccefbd,0.9744248188397399
puppies,l8kw8z,2.5465422453703703
puppies,cqfwfd,0.35469425154229006
puppies,k0cac1,0.17048821548896806
puppies,iqcrx3,0.2648755787037037
puppies,celqqd,10.847098214286897
puppies,ey3apx,1.9547809829066196
puppies,mln0ee,0.6379046103385864
puppies,llsgsr,2.534183582622144
puppies,kwltzt,1.1760254629618592
puppies,gps5wo,1.7286647727285271
puppies,d2gerf,0.30966898148258526
puppies,jkx8vr,0.32581924315679955
puppies,colkkx,0.826864316239953
puppies,fzop1f,3.1671260127314813
puppies,ddb40e,5.070319200779001
puppies,fmpadu,4.177333511395587
puppies,k624r2,1.650899562758428
puppies,nqj0i9,0.44297935956882106
puppies,jmq0hr,0.41991102430555555
puppies,j4trsd,0.42930021367415233
puppies,mopyzz,0.8490298821556347
puppies,il1yub,2.6853525641036256
puppies,k5lhf1,2.0297540509259258
puppies,jkeni1,1.0830324074074074
puppies,gezi3f,0.8638541666666667
puppies,fsfbe3,7.930408399472082
puppies,k2n5pv,0.3183306623940115
puppies,e7emdg,2.5997888888887783
puppies,f5zo20,2.1361203703698184
puppies,mjgzpx,0.45735894097222224
puppies,j69ij7,0.4239793113425926
puppies,ehq8xt,5.029640432099502
puppies,lzte51,1.3088320707060672
puppies,nlys8b,0.585939604377857
puppies,o9hpg3,0.5009499643881012
puppies,hnd2et,2.359024216524429
puppies,etjo1d,0.465888047138298
puppies,fqnjo3,2.966342592592593
puppies,gejruq,7.195931372548695
puppies,kprtuu,2.1860908564814814
puppies,kylck6,0.9658659511776986
puppies,kkvtwz,3.2319307659925136
puppies,gv4hjv,10.494610745614326
puppies,m0edkg,2.2739127604166667
puppies,ksuu0s,1.1790801127227368
puppies,nq1uwc,5.454569654881403
puppies,kpf0gh,2.7264877136741523
puppies,jg043h,0.22891782407407407
puppies,mk7ul7,0.6832407407407407
puppies,i1y7wo,0.5586800523350636
puppies,n48le0,4.998998842592592
puppies,fzq551,6.335497685185185
puppies,jb259u,0.23311149691266042
puppies,mm93iw,0.44192234848384504
puppies,fgs1ze,1.8383024691348826
puppies,e3t8yw,8.746093223906225
puppies,kbsfq7,0.27211716524152846
puppies,jak06h,2.4141194058651174
puppies,hjad9j,1.2249669312161429
puppies,ijvb6a,0.7935713252314814
puppies,hyas24,1.4864304503356969
puppies,fjroto,7.120190446128448
puppies,lvyokj,0.6707688492067434
puppies,gxikrp,0.23233854166611478
puppies,ezc1ms,5.8937852733692635
puppies,fnig10,5.651992476852955
puppies,jupgy8,0.25138020833333335
puppies,iw739n,0.27652988215563473
puppies,cp6yze,10.814840856481482
puppies,gbjlis,5.71638671875
puppies,jy3o7p,1.2275438596501393
puppies,j23wuv,0.4588633040945839
puppies,jhv07l,1.3140827546296296
puppies,jikc1j,0.35294642857103437
puppies,km4wbw,2.974436342592041
puppies,fbso7h,2.7062607473548916
puppies,hf35fy,1.2258670033680068
puppies,ct9p8u,13.874167556980694
puppies,lcgm1b,3.2787605218865252
puppies,l517x0,1.0995315545797348
puppies,jyazz9,1.6800395447540062
puppies,kh4a15,2.3268152777767845
puppies,fonlt0,0.6354031635793271
puppies,krqhwu,1.7054565329215041
puppies,i9dmk2,1.212827635327423
puppies,ilh764,0.6457603276355399
puppies,ic2gt4,0.21600925925981115
puppies,jt0f0v,0.6031655092592593
puppies,keh2uj,2.6096846064814816
puppies,hjyvpj,1.4222872574958536
puppies,cxgdc6,1.614156635803757
puppies,izqib1,0.4777951388888889
puppies,m7gtln,0.8895610754992123
puppies,mrfag5,0.3330000000005519
puppies,oaap6a,0.24839660493863955
puppies,kl5n13,0.4892397660817261
puppies,ikbu2s,0.37666203703593326
puppies,cjri8a,5.2123244598756235
puppies,kh7ga5,6.929449845679381
puppies,dqtvwe,0.29412863756495494
puppies,frfql3,0.2271506076388889
puppies,ih7ucd,0.515485220797084
puppies,k48cuf,3.1269029706799323
