group,name,value
puppies,ccefbd,0.19409722222222223
puppies,l8kw8z,0.4527662037037037
puppies,cqfwfd,0.42940972222222223
puppies,k0cac1,0.08625
puppies,iqcrx3,0.14047453703703705
puppies,celqqd,1.165462962962963
puppies,ey3apx,0.34814814814814815
puppies,mln0ee,0.35378472222222224
puppies,llsgsr,0.4627662037037037
puppies,kwltzt,0.38027777777777777
puppies,gps5wo,0.1766087962962963
puppies,d2gerf,0.262025462962963
puppies,jkx8vr,0.37059027777777775
puppies,colkkx,0.6430208333333334
puppies,fzop1f,0.4507465277777778
puppies,ddb40e,0.18260416666666668
puppies,fmpadu,1.6252777777777778
puppies,k624r2,0.7094444444444444
puppies,nqj0i9,0.4524652777777778
puppies,jmq0hr,0.4372916666666667
puppies,j4trsd,0.3959259259259259
puppies,mopyzz,0.39971064814814816
puppies,il1yub,0.3622800925925926
puppies,k5lhf1,0.12835069444444444
puppies,jkeni1,0.10726851851851851
puppies,gezi3f,0.7492129629629629
puppies,fsfbe3,0.3515625
puppies,k2n5pv,0.1085300925925926
puppies,e7emdg,0.27001157407407406
puppies,f5zo20,0.7568402777777777
puppies,mjgzpx,0.2258622685185185
puppies,j69ij7,0.14229166666666668
puppies,ehq8xt,0.794224537037037
puppies,lzte51,0.4148263888888889
puppies,nlys8b,0.5193634259259259
puppies,o9hpg3,0.5215104166666666
puppies,hnd2et,0.6614930555555556
puppies,etjo1d,0.589375
puppies,fqnjo3,0.45780671296296294
puppies,gejruq,0.31873842592592594
puppies,kprtuu,0.22644097222222223
puppies,kylck6,0.25288773148148147
puppies,kkvtwz,0.5558796296296297
puppies,gv4hjv,0.9775810185185185
puppies,m0edkg,0.23897569444444444
puppies,ksuu0s,0.21052083333333332
puppies,nq1uwc,0.41934027777777777
puppies,kpf0gh,0.6227025462962963
puppies,jg043h,0.1968287037037037
puppies,mk7ul7,0.5543171296296296
puppies,i1y7wo,0.22087962962962962
puppies,n48le0,1.1016666666666666
puppies,fzq551,2.1328009259259257
puppies,jb259u,0.03419560185185185
puppies,mm93iw,0.38059027777777776
puppies,fgs1ze,0.2902546296296296
puppies,e3t8yw,0.5748148148148148
puppies,kbsfq7,0.20770833333333333
puppies,jak06h,0.7612326388888889
puppies,hjad9j,0.5978240740740741
puppies,ijvb6a,1.1849131944444444
puppies,hyas24,0.26361111111111113
puppies,fjroto,0.6573726851851852
puppies,lvyokj,0.42094328703703704
puppies,gxikrp,0.046128472222222223
puppies,ezc1ms,0.5033217592592593
puppies,fnig10,0.5446238425925926
puppies,jupgy8,0.2286284722222222
puppies,iw739n,0.005439814814814815
puppies,cp6yze,0.3763078703703704
puppies,gbjlis,0.8375115740740741
puppies,jy3o7p,0.5873611111111111
puppies,j23wuv,0.20695601851851853
puppies,jhv07l,0.32178240740740743
puppies,jikc1j,0.2695428240740741
puppies,km4wbw,0.4173148148148148
puppies,fbso7h,0.3502604166666667
puppies,hf35fy,0.1787962962962963
puppies,ct9p8u,0.7089236111111111
puppies,lcgm1b,0.29038194444444443
puppies,l517x0,0.7859837962962963
puppies,jyazz9,0.3796759259259259
puppies,kh4a15,0.4020949074074074
puppies,fonlt0,0.2576273148148148
puppies,krqhwu,0.19641782407407407
puppies,i9dmk2,0.3879340277777778
puppies,ilh764,0.7536805555555556
puppies,ic2gt4,0.2231539351851852
puppies,jt0f0v,0.11539930555555555
puppies,keh2uj,2.41537037037037
puppies,hjyvpj,0.4064814814814815
puppies,cxgdc6,0.3099884259259259
puppies,izqib1,0.2357986111111111
puppies,m7gtln,0.32081018518518517
puppies,mrfag5,0.3693287037037037
